"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL12.10",2.1847518395436e-09,-0.25683936412196,0.912,0.717,4.03938767613217e-05,"13","RPL12"
"COX7A2.10",3.16047866251124e-09,-0.331046553070295,0.402,0.43,5.84340899911704e-05,"13","COX7A2"
"CBX3.10",3.46222592403695e-09,-0.279808240526473,0.241,0.303,6.40130951095192e-05,"13","CBX3"
"RPS19.10",6.93218230085573e-09,-0.280773135031329,0.986,0.864,0.000128169118560522,"13","RPS19"
"COX6C.9",1.05299555832013e-08,-0.278865639366296,0.391,0.424,0.000194688348777809,"13","COX6C"
"RPL18A.10",1.66893470935843e-08,-0.331272197040012,0.974,0.826,0.000308569338413279,"13","RPL18A"
"RPL41.10",2.6702968580171e-08,-0.282192054442474,0.982,0.856,0.000493711186078781,"13","RPL41"
"RPS21.11",3.5252445551129e-08,-0.343059245172394,0.878,0.668,0.000651782465794823,"13","RPS21"
"IL1B.9",3.74004024578245e-08,-0.382433522971746,0.101,0.162,0.000691496041042717,"13","IL1B"
"HSPA8.10",4.9286480748893e-08,-0.333990587497415,0.407,0.433,0.000911257742566282,"13","HSPA8"
"SERF2.11",5.46187962294699e-08,-0.370229072223805,0.671,0.612,0.00100984692348667,"13","SERF2"
"APRT.10",6.37664470720859e-08,-0.277341462861971,0.32,0.363,0.0011789778399158,"13","APRT"
"RPS3A.10",6.93472377621401e-08,-0.254785980720082,0.918,0.733,0.00128216107898421,"13","RPS3A"
"RPS23.10",7.55266368618629e-08,-0.342415481983701,0.959,0.78,0.00139641198893898,"13","RPS23"
"RPS3.10",9.57716415898181e-08,-0.260669608551907,0.957,0.785,0.00177072188135415,"13","RPS3"
"PPIA.10",9.79274138571376e-08,-0.394316805145377,0.504,0.503,0.00181057995480462,"13","PPIA"
"RPS6.10",9.86123612464709e-08,-0.295227298055957,0.959,0.793,0.001823243947086,"13","RPS6"
"RPL37.10",1.11707023297671e-07,-0.321029151679302,0.931,0.757,0.00206535115375063,"13","RPL37"
"MT-ND5.9",4.52721931564433e-07,-0.266634674046062,0.442,0.457,0.00837037579269481,"13","MT-ND5"
"CYBA.10",6.39517992129699e-07,-0.306217592627813,0.535,0.521,0.011824048156486,"13","CYBA"
"SRP14.10",6.93824059304041e-07,-0.312198688397196,0.477,0.482,0.0128281130324724,"13","SRP14"
"RPS2.11",7.09590376637025e-07,-0.412618826406327,0.964,0.788,0.0131196164736419,"13","RPS2"
"MIF.10",7.76713326347902e-07,-0.568425683181754,0.475,0.48,0.0143606526908464,"13","MIF"
"RPL27A.10",1.15400564493697e-06,-0.292837300956207,0.95,0.773,0.0213364103692395,"13","RPL27A"
"RPL26.10",1.34234498276274e-06,-0.334297684911278,0.943,0.756,0.0248186163863002,"13","RPL26"
"ATP5I.10",1.61267637788336e-06,-0.291128250563531,0.436,0.45,0.0298167735506855,"13","ATP5I"
"RPL7.10",3.31965136628963e-06,-0.288518028379731,0.925,0.753,0.0613770341113289,"13","RPL7"
"GNLY.7",3.36864442512613e-06,-0.268394968070893,0.204,0.259,0.0622828667761571,"13","GNLY"
"RPL17.11",4.1319119958503e-06,-0.345906223541957,0.851,0.641,0.0763949208912761,"13","RPL17"
"RPS8.10",7.84325784072879e-06,-0.37243281086864,0.942,0.762,0.145013994217235,"13","RPS8"
"MT-ND1.10",9.76738196262073e-06,-0.297539800304124,0.611,0.571,0.180589125106895,"13","MT-ND1"
"RPS13.10",1.61144355255237e-05,-0.302444123786147,0.921,0.76,0.297939798431407,"13","RPS13"
"RPL19.10",2.12161259390506e-05,-0.285727500777738,0.945,0.774,0.392264952487107,"13","RPL19"
"MT-ATP6.11",2.16776891691839e-05,-0.283491597469042,0.73,0.652,0.40079879504904,"13","MT-ATP6"
"SNRPD2.9",2.99593320852543e-05,-0.250666337104888,0.402,0.418,0.553918090924268,"13","SNRPD2"
"RPLP1.11",3.01990999641829e-05,-0.386488657396616,0.982,0.853,0.558351159237779,"13","RPLP1"
"RPL9.10",3.24070932887459e-05,-0.284592967032211,0.857,0.677,0.599174747815623,"13","RPL9"
"MT-CO1.11",3.8263488943736e-05,-0.30804635601668,0.869,0.745,0.707453647080734,"13","MT-CO1"
"MT2A.9",5.59344629131283e-05,-0.407821225039054,0.292,0.329,1,"13","MT2A"
"RPS20.10",6.67255670077021e-05,-0.274022025715883,0.887,0.696,1,"13","RPS20"
"CXCL1.8",7.14026355606443e-05,-0.307617053062233,0.112,0.155,1,"13","CXCL1"
"HLA-B.11",7.65668832600952e-05,-0.328165346479311,0.779,0.674,1,"13","HLA-B"
"RPL36A.9",0.000107688103833872,-0.340012084661848,0.828,0.642,1,"13","RPL36A"
"RPL35.11",0.000119991762196599,-0.372372049637834,0.951,0.778,1,"13","RPL35"
"ATP5E.11",0.000122770483146018,-0.366956839341809,0.706,0.617,1,"13","ATP5E"
"RPL14.10",0.000127307741195757,-0.309615349257865,0.854,0.685,1,"13","RPL14"
"HMGB1.10",0.000141167335520827,-0.310492250602097,0.438,0.444,1,"13","HMGB1"
"ATP5L.9",0.00024790506862004,-0.292562629075459,0.555,0.522,1,"13","ATP5L"
"MT-ND4.11",0.000253742383173117,-0.308676556710013,0.769,0.676,1,"13","MT-ND4"
"PFN1.10",0.000272717085343726,-0.462298645492495,0.75,0.65,1,"13","PFN1"
"HNRNPA1.9",0.000285264424190807,-0.344403946981377,0.49,0.479,1,"13","HNRNPA1"
"NPM1.11",0.000304766974632725,-0.515872918005736,0.617,0.588,1,"13","NPM1"
"HLA-A.8",0.000337279051322758,-0.277444811828794,0.694,0.628,1,"13","HLA-A"
"RPL10A.10",0.000594420796561822,-0.280100178722465,0.826,0.659,1,"13","RPL10A"
"FTL.12",0.000922190217092602,-0.821409016154022,0.896,0.774,1,"13","FTL"
"RPL28.10",0.00116963161337922,-0.364044456947158,0.951,0.766,1,"13","RPL28"
"RPL29.10",0.00123450147261116,-0.339391338435615,0.862,0.689,1,"13","RPL29"
"RPL18.10",0.00161783940899937,-0.284815071538611,0.859,0.688,1,"13","RPL18"
"EIF1.9",0.00208676627912968,-0.33954205367792,0.688,0.606,1,"13","EIF1"
"HINT1.9",0.00246777311689449,-0.289274336175145,0.486,0.47,1,"13","HINT1"
"MT-CO2.11",0.00349326171061328,-0.346895669014178,0.924,0.772,1,"13","MT-CO2"
"RPL37A.12",0.00439213962286354,-0.486168480050462,0.926,0.781,1,"13","RPL37A"
"RPL8.9",0.00609868700010463,-0.31043277178247,0.89,0.722,1,"13","RPL8"
"RPS5.10",0.00751416760730426,-0.389627207559357,0.876,0.699,1,"13","RPS5"
"ACTB.12",1.24591993607786e-72,-0.749470333159144,0.621,0.76,2.30358136981435e-68,"14","ACTB"
"FTL.13",4.7546861374288e-70,-0.979020544350588,0.639,0.782,8.79093919949211e-66,"14","FTL"
"HLA-B.12",7.92056257199732e-70,-0.510081965674928,0.492,0.683,1.46443281393658e-65,"14","HLA-B"
"B2M.10",1.65092619340242e-68,-0.593576398826001,0.909,0.93,3.05239743898174e-64,"14","B2M"
"PTMA.11",4.43579729895354e-64,-0.751347078789969,0.632,0.77,8.2013456260352e-60,"14","PTMA"
"TMSB4X.10",6.95735612958285e-64,-0.556631104642978,0.88,0.914,1.28634557479857e-59,"14","TMSB4X"
"ATP5E.12",1.68464599855544e-62,-0.543882093592663,0.433,0.626,3.11474198672915e-58,"14","ATP5E"
"RPS26.10",5.82363303822849e-62,-0.6785705396786,0.462,0.654,1.07673151243807e-57,"14","RPS26"
"CD74.13",3.66926819135006e-61,-0.557887546395726,0.309,0.53,6.78410995898712e-57,"14","CD74"
"TMSB10.11",1.00444412242473e-60,-0.669928787396066,0.735,0.81,1.85711673795108e-56,"14","TMSB10"
"OAZ1.12",2.35074778510589e-60,-0.490704945244122,0.28,0.513,4.34629757988228e-56,"14","OAZ1"
"SERF2.12",2.35207720858483e-58,-0.506209551518663,0.441,0.619,4.3487555509525e-54,"14","SERF2"
